"idrefformula","idherbsmed","idcrude","composition","unit"
"F00200","J00200","S00873","",""
"F00200","J00200","S01088","",""
"F00201","J00201","S00183","",""
"F00201","J00201","S00216","",""
"F00201","J00201","S00317","",""
"F00201","J00201","S00325","",""
"F00201","J00201","S00429","",""
"F00201","J00201","S00821","",""
"F00201","J00201","S01124","",""
"F00202","J00202","S00195","",""
"F00202","J00202","S00228","",""
"F00202","J00202","S00377","",""
"F00202","J00202","S00429","",""
"F00202","J00202","S00562","",""
"F00202","J00202","S00642","",""
"F00202","J00202","S00812","",""
"F00202","J00202","S00821","",""
"F00202","J00202","S01088","",""
"F00202","J00202","S01124","",""
"F00202","J00202","S01128","",""
"F00203","J00203","S00046","",""
"F00203","J00203","S00066","",""
"F00203","J00203","S00147","",""
"F00203","J00203","S00317","",""
"F00203","J00203","S00724","",""
"F00203","J00203","S00774","",""
"F00203","J00203","S01062","",""
"F00204","J00204","S00325","",""
"F00204","J00204","S00429","",""
"F00204","J00204","S00537","",""
"F00204","J00204","S00724","",""
"F00204","J00204","S00788","",""
"F00204","J00204","S00980","",""
"F00204","J00204","S01128","",""
"F00205","J00205","S00147","",""
"F00205","J00205","S00168","",""
"F00205","J00205","S00325","",""
"F00205","J00205","S00812","",""
"F00205","J00205","S00818","",""
"F00205","J00205","S00821","",""
"F00205","J00205","S01068","",""
"F00205","J00205","S01124","",""
"F00205","J00205","S01128","",""
"F00206","J00206","S00896","",""
"F00207","J00207","S00058","",""
"F00207","J00207","S00147","",""
"F00207","J00207","S00195","",""
"F00207","J00207","S00228","",""
"F00207","J00207","S00273","",""
"F00207","J00207","S00562","",""
"F00207","J00207","S00652","",""
"F00207","J00207","S00812","",""
"F00207","J00207","S01103","",""
"F00208","J00208","S00058","",""
"F00208","J00208","S00195","",""
"F00208","J00208","S00429","",""
"F00208","J00208","S00724","",""
"F00208","J00208","S00788","",""
"F00208","J00208","S00962","",""
"F00208","J00208","S01025","",""
"F00208","J00208","S01124","",""
"F00208","J00208","S01128","",""
"F00209","J00209","S00319","",""
"F00209","J00209","S00429","",""
"F00209","J00209","S00483","",""
"F00209","J00209","S00687","",""
"F00209","J00209","S00724","",""
"F00209","J00209","S00788","",""
"F00209","J00209","S01128","",""
"F00210","J00210","S00057","",""
"F00210","J00210","S00317","",""
"F00210","J00210","S00318","",""
"F00210","J00210","S00325","",""
"F00210","J00210","S00377","",""
"F00210","J00210","S00788","",""
"F00210","J00210","S01062","",""
"F00211","J00211","S00066","",""
"F00211","J00211","S00216","",""
"F00211","J00211","S00318","",""
"F00211","J00211","S00537","",""
"F00211","J00211","S00788","",""
"F00211","J00211","S00953","",""
"F00211","J00211","S00980","",""
"F00212","J00212","S00058","",""
"F00212","J00212","S00147","",""
"F00212","J00212","S00412","",""
"F00212","J00212","S00429","",""
"F00212","J00212","S00562","",""
"F00212","J00212","S00586","",""
"F00212","J00212","S00724","",""
"F00212","J00212","S00896","",""
"F00212","J00212","S01010","",""
"F00213","J00213","S00216","",""
"F00213","J00213","S00287","",""
"F00213","J00213","S00318","",""
"F00213","J00213","S00325","",""
"F00213","J00213","S00383","",""
"F00213","J00213","S00476","",""
"F00213","J00213","S00537","",""
"F00214","J00214","S00036","",""
"F00214","J00214","S00069","",""
"F00214","J00214","S00237","",""
"F00214","J00214","S00278","",""
"F00214","J00214","S00325","",""
"F00214","J00214","S00397","",""
"F00214","J00214","S00808","",""
"F00214","J00214","S01128","",""
"F00215","J00215","S00397","",""
"F00216","J00216","S00066","",""
"F00216","J00216","S00674","",""
"F00216","J00216","S00792","",""
"F00216","J00216","S01062","",""
"F00217","J00217","S00318","",""
"F00217","J00217","S00326","",""
"F00217","J00217","S00377","",""
"F00217","J00217","S00562","",""
"F00217","J00217","S00987","",""
"F00218","J00218","S00419","",""
"F00218","J00218","S00821","",""
"F00218","J00218","S01030","",""
"F00218","J00218","S01128","",""
"F00219","J00219","S00066","",""
"F00219","J00219","S00429","",""
"F00219","J00219","S00562","",""
"F00219","J00219","S00679","",""
"F00219","J00219","S01128","",""
"F00220","J00220","S00066","",""
"F00220","J00220","S00088","",""
"F00220","J00220","S00687","",""
"F00220","J00220","S01025","",""
"F00221","J00221","S00066","",""
"F00221","J00221","S00749","",""
"F00221","J00221","S00808","",""
"F00221","J00221","S00838","",""
"F00221","J00221","S00888","",""
"F00222","J00222","S00724","",""
"F00222","J00222","S00826","",""
"F00222","J00222","S00953","",""
"F00222","J00222","S00980","",""
"F00223","J00223","S00066","",""
"F00223","J00223","S00168","",""
"F00223","J00223","S00562","",""
"F00223","J00223","S00573","",""
"F00223","J00223","S01128","",""
"F00224","J00224","S00325","",""
"F00224","J00224","S00792","",""
"F00224","J00224","S00825","",""
"F00224","J00224","S01025","",""
"F00225","J00225","S00086","",""
"F00225","J00225","S00793","",""
"F00225","J00225","S01025","",""
"F00226","J00226","S00318","",""
"F00226","J00226","S00325","",""
"F00226","J00226","S00560","",""
"F00226","J00226","S00688","",""
"F00226","J00226","S00756","",""
"F00227","J00227","S00679","",""
"F00228","J00228","S00051","",""
"F00228","J00228","S00325","",""
"F00228","J00228","S00429","",""
"F00228","J00228","S00818","",""
"F00228","J00228","S01128","",""
"F00229","J00229","S00228","",""
"F00229","J00229","S00476","",""
"F00229","J00229","S00697","",""
"F00229","J00229","S00724","",""
"F00229","J00229","S00821","",""
"F00229","J00229","S01062","",""
"F00229","J00229","S01128","",""
"F00230","J00230","S00318","",""
"F00230","J00230","S00325","",""
"F00230","J00230","S00537","",""
"F00230","J00230","S00724","",""
"F00230","J00230","S00788","",""
"F00230","J00230","S00825","",""
"F00230","J00230","S00953","",""
"F00230","J00230","S00980","",""
"F00231","J00231","S00168","",""
"F00231","J00231","S00228","",""
"F00231","J00231","S00318","",""
"F00231","J00231","S00483","",""
"F00231","J00231","S00749","",""
"F00231","J00231","S00788","",""
"F00231","J00231","S01062","",""
"F00232","J00232","S00228","",""
"F00232","J00232","S00296","",""
"F00232","J00232","S00318","",""
"F00232","J00232","S00325","",""
"F00232","J00232","S00788","",""
"F00233","J00233","S00066","",""
"F00233","J00233","S00168","",""
"F00233","J00233","S00325","",""
"F00233","J00233","S00788","",""
"F00233","J00233","S01025","",""
"F00233","J00233","S01062","",""
"F00233","J00233","S01128","",""
"F00234","J00234","S00228","",""
"F00234","J00234","S00318","",""
"F00234","J00234","S00483","",""
"F00235","J00235","S00058","",""
"F00235","J00235","S00228","",""
"F00235","J00235","S00296","",""
"F00235","J00235","S00318","",""
"F00235","J00235","S00697","",""
"F00235","J00235","S00756","",""
"F00235","J00235","S00812","",""
"F00236","J00236","S00066","",""
"F00236","J00236","S00318","",""
"F00236","J00236","S01062","",""
"F00237","J00237","S00296","",""
"F00237","J00237","S00537","",""
"F00237","J00237","S00683","",""
"F00237","J00237","S00697","",""
"F00237","J00237","S00724","",""
"F00237","J00237","S00788","",""
"F00237","J00237","S01025","",""
"F00238","J00238","S00032","",""
"F00238","J00238","S00304","",""
"F00238","J00238","S00403","",""
"F00238","J00238","S00782","",""
"F00238","J00238","S00921","",""
"F00239","J00239","S00118","",""
"F00239","J00239","S00402","",""
"F00239","J00239","S00588","",""
"F00239","J00239","S00854","",""
"F00239","J00239","S00897","",""
"F00240","J00240","S00032","",""
"F00240","J00240","S00246","",""
"F00240","J00240","S00470","",""
"F00240","J00240","S00736","",""
"F00240","J00240","S01108","",""
"F00241","J00241","S00118","",""
"F00241","J00241","S00470","",""
"F00241","J00241","S00588","",""
"F00241","J00241","S00736","",""
"F00241","J00241","S00897","",""
"F00242","J00242","S00032","",""
"F00242","J00242","S00066","",""
"F00242","J00242","S00402","",""
"F00242","J00242","S00921","",""
"F00242","J00242","S01070","",""
"F00243","J00243","S00280","",""
"F00243","J00243","S00470","",""
"F00243","J00243","S00707","",""
"F00243","J00243","S00708","",""
"F00243","J00243","S00736","",""
"F00244","J00244","S00118","",""
"F00244","J00244","S00241","",""
"F00244","J00244","S00280","",""
"F00244","J00244","S00387","",""
"F00244","J00244","S00616","",""
"F00245","J00245","S00032","",""
"F00245","J00245","S00304","",""
"F00245","J00245","S00850","",""
"F00246","J00246","S00280","",""
"F00246","J00246","S00434","",""
"F00246","J00246","S00736","",""
"F00246","J00246","S00782","",""
"F00246","J00246","S00897","",""
"F00247","J00247","S00187","",""
"F00247","J00247","S00326","",""
"F00247","J00247","S00897","",""
"F00247","J00247","S00899","",""
"F00247","J00247","S00935","",""
"F00248","J00248","S00080","",""
"F00248","J00248","S00683","",""
"F00248","J00248","S00719","",""
"F00248","J00248","S00736","",""
"F00248","J00248","S00943","",""
"F00249","J00249","S00737","",""
"F00249","J00249","S00782","",""
"F00249","J00249","S00943","",""
"F00249","J00249","S01108","",""
"F00250","J00250","S00116","",""
"F00250","J00250","S00118","",""
"F00250","J00250","S00470","",""
"F00250","J00250","S00736","",""
"F00250","J00250","S00740","",""
"F00250","J00250","S00941","",""
"F00251","J00251","S00280","",""
"F00251","J00251","S00610","",""
"F00251","J00251","S00736","",""
"F00251","J00251","S00782","",""
"F00251","J00251","S00934","",""
"F00252","J00252","S00118","",""
"F00252","J00252","S00610","",""
"F00252","J00252","S00736","",""
"F00252","J00252","S00782","",""
"F00252","J00252","S00897","",""
"F00253","J00253","S00280","",""
"F00253","J00253","S00616","",""
"F00253","J00253","S00736","",""
"F00253","J00253","S00850","",""
"F00253","J00253","S00897","",""
"F00254","J00254","S00168","",""
"F00254","J00254","S00187","",""
"F00254","J00254","S00326","",""
"F00254","J00254","S00736","",""
"F00254","J00254","S00827","",""
"F00255","J00255","S00261","",""
"F00255","J00255","S00719","",""
"F00255","J00255","S00805","",""
"F00255","J00255","S00921","",""
"F00255","J00255","S01108","",""
"F00256","J00256","S00080","",""
"F00256","J00256","S00470","",""
"F00256","J00256","S00588","",""
"F00256","J00256","S00736","",""
"F00256","J00256","S00897","",""
"F00257","J00257","S00080","",""
"F00257","J00257","S00452","",""
"F00257","J00257","S00577","",""
"F00257","J00257","S00588","",""
"F00257","J00257","S01085","",""
"F00258","J00258","S00098","",""
"F00258","J00258","S00166","",""
"F00258","J00258","S00470","",""
"F00258","J00258","S00763","",""
"F00258","J00258","S01108","",""
"F00259","J00259","S00228","",""
"F00259","J00259","S00483","",""
"F00259","J00259","S00808","",""
"F00259","J00259","S00888","",""
"F00259","J00259","S01035","",""
"F00260","J00260","S00058","",""
"F00260","J00260","S00195","",""
"F00260","J00260","S00562","",""
"F00260","J00260","S01124","",""
"F00260","J00260","S01128","",""
"F00261","J00261","S00058","",""
"F00261","J00261","S00573","",""
"F00261","J00261","S00821","",""
"F00261","J00261","S01128","",""
"F00261","J00261","S01130","",""
"F00262","J00262","S00058","",""
"F00262","J00262","S00195","",""
"F00262","J00262","S00325","",""
"F00262","J00262","S00429","",""
"F00262","J00262","S00705","",""
"F00263","J00263","S00283","",""
"F00263","J00263","S00325","",""
"F00263","J00263","S00562","",""
"F00263","J00263","S00821","",""
"F00263","J00263","S01128","",""
"F00264","J00264","S00325","",""
"F00264","J00264","S00326","",""
"F00264","J00264","S00705","",""
"F00264","J00264","S01128","",""
"F00265","J00265","S00080","",""
"F00265","J00265","S00118","",""
"F00265","J00265","S00122","",""
"F00265","J00265","S00228","",""
"F00265","J00265","S00276","",""
"F00265","J00265","S00470","",""
"F00265","J00265","S00736","",""
"F00265","J00265","S00740","",""
"F00265","J00265","S00897","",""
"F00265","J00265","S01108","",""
"F00266","J00266","S00166","",""
"F00266","J00266","S00470","",""
"F00266","J00266","S00707","",""
"F00266","J00266","S00740","",""
"F00266","J00266","S00805","",""
"F00266","J00266","S01128","",""
"F00266","J00266","S01132","",""
"F00267","J00267","S00066","",""
"F00267","J00267","S00228","",""
"F00267","J00267","S00325","",""
"F00267","J00267","S00426","",""
"F00267","J00267","S00429","",""
"F00267","J00267","S00697","",""
"F00267","J00267","S00705","",""
"F00267","J00267","S00754","",""
"F00267","J00267","S00808","",""
"F00267","J00267","S00821","",""
"F00267","J00267","S00892","",""
"F00268","J00268","S00991","",""
"F00269","J00269","S00705","",""
"F00270","J00270","S00228","",""
"F00270","J00270","S00318","",""
"F00270","J00270","S00573","",""
"F00270","J00270","S00724","",""
"F00270","J00270","S00821","",""
"F00270","J00270","S01128","",""
"F00271","J00271","S00042","",""
"F00271","J00271","S00318","",""
"F00271","J00271","S00476","",""
"F00271","J00271","S00953","",""
"F00272","J00272","S00303","",""
"F00272","J00272","S00318","",""
"F00272","J00272","S00476","",""
"F00273","J00273","S00043","",""
"F00273","J00273","S00058","",""
"F00273","J00273","S00318","",""
"F00273","J00273","S00645","",""
"F00274","J00274","S00042","",""
"F00274","J00274","S00066","",""
"F00274","J00274","S00325","",""
"F00274","J00274","S00499","",""
"F00274","J00274","S01060","",""
"F00275","J00275","S00066","",""
"F00275","J00275","S00318","",""
"F00275","J00275","S00483","",""
"F00275","J00275","S00687","",""
"F00275","J00275","S01130","",""
"F00276","J00276","S00066","",""
"F00276","J00276","S00377","",""
"F00276","J00276","S00429","",""
"F00276","J00276","S00808","",""
"F00276","J00276","S01128","",""
"F00277","J00277","S00003","",""
"F00277","J00277","S00058","",""
"F00277","J00277","S00066","",""
"F00277","J00277","S00318","",""
"F00277","J00277","S00573","",""
"F00278","J00278","S00066","",""
"F00278","J00278","S00825","",""
"F00278","J00278","S00953","",""
"F00278","J00278","S01025","",""
"F00278","J00278","S01130","",""
"F00279","J00279","S00325","",""
"F00279","J00279","S00333","",""
"F00279","J00279","S00390","",""
"F00279","J00279","S01128","",""
"F00279","J00279","S01131","",""
"F00280","J00280","S00066","",""
"F00280","J00280","S00228","",""
"F00280","J00280","S00325","",""
"F00280","J00280","S00724","",""
"F00280","J00280","S01025","",""
"F00281","J00281","S00325","",""
"F00281","J00281","S00818","",""
"F00281","J00281","S00821","",""
"F00281","J00281","S01124","",""
"F00281","J00281","S01129","",""
"F00282","J00282","S00318","",""
"F00282","J00282","S00333","",""
"F00282","J00282","S00724","",""
"F00282","J00282","S00762","",""
"F00282","J00282","S01062","",""
"F00283","J00283","S00066","",""
"F00283","J00283","S00705","",""
"F00283","J00283","S00821","",""
"F00283","J00283","S01030","",""
"F00283","J00283","S01128","",""
"F00284","J00284","S00243","",""
"F00284","J00284","S00497","",""
"F00285","J00285","S00278","",""
"F00286","J00286","S00325","",""
"F00286","J00286","S00573","",""
"F00286","J00286","S00821","",""
"F00286","J00286","S01025","",""
"F00286","J00286","S01128","",""
"F00287","J00287","S00151","",""
"F00287","J00287","S00318","",""
"F00287","J00287","S00325","",""
"F00287","J00287","S00562","",""
"F00287","J00287","S00641","",""
"F00288","J00288","S00325","",""
"F00288","J00288","S00562","",""
"F00288","J00288","S00818","",""
"F00288","J00288","S00821","",""
"F00288","J00288","S01128","",""
"F00289","J00289","S00069","",""
"F00289","J00289","S00278","",""
"F00289","J00289","S00325","",""
"F00289","J00289","S00397","",""
"F00289","J00289","S01128","",""
"F00290","J00290","S00536","",""
"F00290","J00290","S00613","",""
"F00290","J00290","S00724","",""
"F00290","J00290","S00788","",""
"F00290","J00290","S01120","",""
"F00291","J00291","S00215","",""
"F00291","J00291","S00325","",""
"F00291","J00291","S00613","",""
"F00291","J00291","S00821","",""
"F00291","J00291","S01120","",""
"F00292","J00292","S00058","",""
"F00292","J00292","S00066","",""
"F00292","J00292","S00613","",""
"F00292","J00292","S00674","",""
"F00292","J00292","S01120","",""
"F00293","J00293","S00058","",""
"F00293","J00293","S00429","",""
"F00293","J00293","S00470","",""
"F00293","J00293","S00613","",""
"F00293","J00293","S01120","",""
"F00294","J00294","S00278","",""
