"idrefformula","idherbsmed","idcrude","composition","unit"
"F00001","J00001","S00760","",""
"F00002","J00002","S00043","",""
"F00002","J00002","S00058","",""
"F00002","J00002","S00151","",""
"F00002","J00002","S00318","",""
"F00002","J00002","S00325","",""
"F00002","J00002","S01124","",""
"F00002","J00002","S01128","",""
"F00002","J00002","S01130","",""
"F00003","J00003","S00043","",""
"F00003","J00003","S00058","",""
"F00003","J00003","S00318","",""
"F00003","J00003","S00325","",""
"F00003","J00003","S01128","",""
"F00003","J00003","S01130","",""
"F00004","J00004","S00058","",""
"F00004","J00004","S00265","",""
"F00004","J00004","S00318","",""
"F00004","J00004","S00415","",""
"F00004","J00004","S00470","",""
"F00004","J00004","S00562","",""
"F00004","J00004","S01128","",""
"F00005","J00005","S00192","",""
"F00005","J00005","S00284","",""
"F00005","J00005","S00325","",""
"F00005","J00005","S00740","",""
"F00005","J00005","S00818","",""
"F00005","J00005","S01128","",""
"F00005","J00005","S01130","",""
"F00006","J00006","S00043","",""
"F00006","J00006","S00151","",""
"F00006","J00006","S00318","",""
"F00006","J00006","S00325","",""
"F00006","J00006","S00536","",""
"F00006","J00006","S00716","",""
"F00006","J00006","S00821","",""
"F00006","J00006","S00893","",""
"F00007","J00007","S00043","",""
"F00007","J00007","S00296","",""
"F00007","J00007","S00318","",""
"F00007","J00007","S00325","",""
"F00008","J00008","S00043","",""
"F00008","J00008","S00158","",""
"F00008","J00008","S00325","",""
"F00008","J00008","S00818","",""
"F00008","J00008","S00821","",""
"F00008","J00008","S01124","",""
"F00008","J00008","S01128","",""
"F00008","J00008","S01130","",""
"F00009","J00009","S00043","",""
"F00009","J00009","S00130","",""
"F00009","J00009","S00325","",""
"F00009","J00009","S00818","",""
"F00009","J00009","S00821","",""
"F00009","J00009","S01110","",""
"F00009","J00009","S01124","",""
"F00009","J00009","S01128","",""
"F00010","J00010","S00043","",""
"F00010","J00010","S00296","",""
"F00010","J00010","S00325","",""
"F00010","J00010","S00716","",""
"F00010","J00010","S01128","",""
"F00011","J00011","S00043","",""
"F00011","J00011","S00318","",""
"F00011","J00011","S00325","",""
"F00011","J00011","S00697","",""
"F00011","J00011","S00821","",""
"F00011","J00011","S01124","",""
"F00011","J00011","S01128","",""
"F00012","J00012","S00043","",""
"F00012","J00012","S00296","",""
"F00012","J00012","S00318","",""
"F00012","J00012","S00325","",""
"F00012","J00012","S01128","",""
"F00012","J00012","S01130","",""
"F00013","J00013","S00151","",""
"F00013","J00013","S00318","",""
"F00013","J00013","S00325","",""
"F00013","J00013","S00562","",""
"F00013","J00013","S00838","",""
"F00013","J00013","S01124","",""
"F00014","J00014","S00043","",""
"F00014","J00014","S00284","",""
"F00014","J00014","S00325","",""
"F00014","J00014","S00818","",""
"F00014","J00014","S00821","",""
"F00014","J00014","S01128","",""
"F00014","J00014","S01130","",""
"F00015","J00015","S00043","",""
"F00015","J00015","S00284","",""
"F00015","J00015","S00325","",""
"F00015","J00015","S00818","",""
"F00015","J00015","S00821","",""
"F00015","J00015","S01128","",""
"F00015","J00015","S01130","",""
"F00016","J00016","S00151","",""
"F00016","J00016","S00284","",""
"F00016","J00016","S00296","",""
"F00016","J00016","S00318","",""
"F00016","J00016","S00325","",""
"F00016","J00016","S00888","",""
"F00016","J00016","S00893","",""
"F00017","J00017","S00043","",""
"F00017","J00017","S00296","",""
"F00017","J00017","S00325","",""
"F00017","J00017","S01124","",""
"F00017","J00017","S01128","",""
"F00018","J00018","S00168","",""
"F00018","J00018","S00192","",""
"F00018","J00018","S00216","",""
"F00018","J00018","S00296","",""
"F00018","J00018","S00318","",""
"F00018","J00018","S00325","",""
"F00018","J00018","S01124","",""
"F00019","J00019","S00043","",""
"F00019","J00019","S00051","",""
"F00019","J00019","S00147","",""
"F00019","J00019","S00265","",""
"F00019","J00019","S00325","",""
"F00019","J00019","S00365","",""
"F00019","J00019","S00405","",""
"F00019","J00019","S00429","",""
"F00019","J00019","S00470","",""
"F00019","J00019","S00536","",""
"F00019","J00019","S00651","",""
"F00019","J00019","S00705","",""
"F00019","J00019","S00740","",""
"F00019","J00019","S00756","",""
"F00019","J00019","S00821","",""
"F00019","J00019","S01004","",""
"F00019","J00019","S01128","",""
"F00020","J00020","S00043","",""
"F00020","J00020","S00151","",""
"F00020","J00020","S00192","",""
"F00020","J00020","S00318","",""
"F00020","J00020","S00325","",""
"F00020","J00020","S00818","",""
"F00020","J00020","S01124","",""
"F00021","J00021","S00043","",""
"F00021","J00021","S00192","",""
"F00021","J00021","S00318","",""
"F00021","J00021","S00325","",""
"F00022","J00022","S00325","",""
"F00022","J00022","S00536","",""
"F00022","J00022","S00980","",""
"F00022","J00022","S01007","",""
"F00023","J00023","S00043","",""
"F00023","J00023","S00058","",""
"F00023","J00023","S00296","",""
"F00023","J00023","S00818","",""
"F00023","J00023","S00821","",""
"F00023","J00023","S01128","",""
"F00024","J00024","S00043","",""
"F00024","J00024","S00296","",""
"F00024","J00024","S00740","",""
"F00024","J00024","S00821","",""
"F00024","J00024","S01124","",""
"F00024","J00024","S01128","",""
"F00025","J00025","S00166","",""
"F00025","J00025","S00318","",""
"F00025","J00025","S00344","",""
"F00025","J00025","S00412","",""
"F00025","J00025","S00756","",""
"F00025","J00025","S00818","",""
"F00025","J00025","S00825","",""
"F00025","J00025","S01128","",""
"F00026","J00026","S00043","",""
"F00026","J00026","S00296","",""
"F00026","J00026","S00318","",""
"F00026","J00026","S00325","",""
"F00026","J00026","S00893","",""
"F00026","J00026","S01128","",""
"F00027","J00027","S00151","",""
"F00027","J00027","S00318","",""
"F00027","J00027","S00325","",""
"F00027","J00027","S00536","",""
"F00027","J00027","S00562","",""
"F00027","J00027","S01017","",""
"F00027","J00027","S01018","",""
"F00028","J00028","S00058","",""
"F00028","J00028","S00317","",""
"F00028","J00028","S00318","",""
"F00028","J00028","S00749","",""
"F00028","J00028","S00821","",""
"F00028","J00028","S00893","",""
"F00029","J00029","S00151","",""
"F00029","J00029","S00325","",""
"F00029","J00029","S00536","",""
"F00029","J00029","S00724","",""
"F00029","J00029","S00789","",""
"F00029","J00029","S00980","",""
"F00029","J00029","S01007","",""
"F00030","J00030","S00151","",""
"F00030","J00030","S00318","",""
"F00030","J00030","S00536","",""
"F00030","J00030","S00686","",""
"F00030","J00030","S01128","",""
"F00031","J00031","S00043","",""
"F00031","J00031","S00318","",""
"F00031","J00031","S00749","",""
"F00031","J00031","S01044","",""
"F00031","J00031","S01124","",""
"F00031","J00031","S01128","",""
"F00032","J00032","S00318","",""
"F00032","J00032","S00812","",""
"F00032","J00032","S00873","",""
"F00032","J00032","S01018","",""
"F00033","J00033","S00151","",""
"F00033","J00033","S00318","",""
"F00033","J00033","S00325","",""
"F00033","J00033","S00536","",""
"F00033","J00033","S00562","",""
"F00033","J00033","S01017","",""
"F00033","J00033","S01018","",""
"F00034","J00034","S00151","",""
"F00034","J00034","S00168","",""
"F00034","J00034","S00192","",""
"F00034","J00034","S00318","",""
"F00034","J00034","S00325","",""
"F00034","J00034","S00716","",""
"F00034","J00034","S01128","",""
"F00035","J00035","S00043","",""
"F00035","J00035","S00192","",""
"F00035","J00035","S00325","",""
"F00035","J00035","S00697","",""
"F00035","J00035","S00818","",""
"F00035","J00035","S00821","",""
"F00035","J00035","S01124","",""
"F00035","J00035","S01128","",""
"F00036","J00036","S00284","",""
"F00036","J00036","S00296","",""
"F00036","J00036","S00318","",""
"F00036","J00036","S00325","",""
"F00036","J00036","S00821","",""
"F00036","J00036","S00893","",""
"F00036","J00036","S01124","",""
"F00036","J00036","S01128","",""
"F00036","J00036","S01130","",""
"F00037","J00037","S00009","",""
"F00037","J00037","S00227","",""
"F00037","J00037","S00325","",""
"F00037","J00037","S01124","",""
"F00037","J00037","S01128","",""
"F00037","J00037","S01130","",""
"F00038","J00038","S00147","",""
"F00038","J00038","S00192","",""
"F00038","J00038","S00216","",""
"F00038","J00038","S00325","",""
"F00038","J00038","S00562","",""
"F00038","J00038","S01128","",""
"F00039","J00039","S00325","",""
"F00039","J00039","S00415","",""
"F00039","J00039","S00562","",""
"F00039","J00039","S01128","",""
"F00040","J00040","S00192","",""
"F00040","J00040","S00325","",""
"F00040","J00040","S00377","",""
"F00040","J00040","S01128","",""
"F00041","J00041","S00058","",""
"F00041","J00041","S00318","",""
"F00041","J00041","S00325","",""
"F00041","J00041","S00749","",""
"F00041","J00041","S00818","",""
"F00041","J00041","S00893","",""
"F00041","J00041","S00979","",""
"F00042","J00042","S00043","",""
"F00042","J00042","S00058","",""
"F00042","J00042","S00325","",""
"F00042","J00042","S00429","",""
"F00042","J00042","S00756","",""
"F00042","J00042","S01128","",""
"F00042","J00042","S01130","",""
"F00043","J00043","S00151","",""
"F00043","J00043","S00325","",""
"F00043","J00043","S00352","",""
"F00043","J00043","S00390","",""
"F00044","J00044","S00036","",""
"F00044","J00044","S00043","",""
"F00044","J00044","S00098","",""
"F00044","J00044","S00228","",""
"F00044","J00044","S00296","",""
"F00044","J00044","S00325","",""
"F00044","J00044","S00562","",""
"F00044","J00044","S00634","",""
"F00044","J00044","S00679","",""
"F00044","J00044","S00808","",""
"F00044","J00044","S01020","",""
"F00044","J00044","S01128","",""
"F00045","J00045","S00118","",""
"F00045","J00045","S00122","",""
"F00045","J00045","S00207","",""
"F00045","J00045","S00611","",""
"F00045","J00045","S00700","",""
"F00045","J00045","S00872","",""
"F00046","J00046","S00120","",""
"F00046","J00046","S00440","",""
"F00046","J00046","S00588","",""
"F00046","J00046","S00719","",""
"F00046","J00046","S00740","",""
"F00046","J00046","S00742","",""
"F00047","J00047","S00991","",""
"F00048","J00048","S00235","",""
"F00048","J00048","S00387","",""
"F00048","J00048","S00463","",""
"F00048","J00048","S00617","",""
"F00048","J00048","S00684","",""
"F00048","J00048","S00701","",""
"F00049","J00049","S00086","",""
"F00049","J00049","S00281","",""
"F00049","J00049","S00325","",""
"F00049","J00049","S00333","",""
"F00049","J00049","S00541","",""
"F00049","J00049","S00690","",""
"F00049","J00049","S00808","",""
"F00050","J00050","S00365","",""
"F00050","J00050","S00470","",""
"F00050","J00050","S00624","",""
"F00050","J00050","S00638","",""
"F00050","J00050","S00659","",""
"F00050","J00050","S00907","",""
"F00050","J00050","S00924","",""
"F00050","J00050","S01040","",""
"F00050","J00050","S01059","",""
"F00050","J00050","S01082","",""
"F00050","J00050","S01128","",""
"F00051","J00051","S00098","",""
"F00051","J00051","S00325","",""
"F00051","J00051","S00483","",""
"F00051","J00051","S00552","",""
"F00051","J00051","S00892","",""
"F00052","J00052","S00296","",""
"F00052","J00052","S00634","",""
"F00052","J00052","S00749","",""
"F00052","J00052","S00888","",""
"F00052","J00052","S00892","",""
"F00053","J00053","S00098","",""
"F00053","J00053","S00476","",""
"F00054","J00054","S00141","",""
"F00054","J00054","S00216","",""
"F00054","J00054","S00325","",""
"F00054","J00054","S00348","",""
"F00054","J00054","S00678","",""
"F00055","J00055","S00042","",""
"F00055","J00055","S00216","",""
"F00055","J00055","S00377","",""
"F00055","J00055","S00679","",""
"F00055","J00055","S00734","",""
"F00056","J00056","S00325","",""
"F00057","J00057","S00325","",""
"F00058","J00058","S00325","",""
"F00058","J00058","S00562","",""
"F00058","J00058","S00724","",""
"F00058","J00058","S00788","",""
"F00058","J00058","S01128","",""
"F00059","J00059","S00147","",""
"F00059","J00059","S00419","",""
"F00059","J00059","S00679","",""
"F00059","J00059","S00992","",""
"F00059","J00059","S01128","",""
"F00060","J00060","S00325","",""
"F00060","J00060","S01051","",""
"F00061","J00061","S00931","",""
"F00062","J00062","S00365","",""
"F00063","J00063","S00325","",""
"F00063","J00063","S00966","",""
"F00063","J00063","S00987","",""
"F00064","J00064","S00705","",""
"F00065","J00065","S00012","",""
"F00065","J00065","S00058","",""
"F00065","J00065","S00098","",""
"F00065","J00065","S00195","",""
"F00065","J00065","S00228","",""
"F00065","J00065","S00248","",""
"F00065","J00065","S00314","",""
"F00065","J00065","S00404","",""
"F00065","J00065","S00573","",""
"F00065","J00065","S00692","",""
"F00065","J00065","S00697","",""
"F00065","J00065","S00705","",""
"F00065","J00065","S00756","",""
"F00065","J00065","S00815","",""
"F00065","J00065","S00818","",""
"F00065","J00065","S00821","",""
"F00065","J00065","S00822","",""
"F00065","J00065","S01128","",""
"F00066","J00066","S00065","",""
"F00066","J00066","S00216","",""
"F00066","J00066","S00321","",""
"F00066","J00066","S00326","",""
"F00066","J00066","S00440","",""
"F00066","J00066","S00705","",""
"F00066","J00066","S00718","",""
"F00067","J00067","S00003","",""
"F00067","J00067","S00046","",""
"F00067","J00067","S00215","",""
"F00067","J00067","S00325","",""
"F00067","J00067","S00714","",""
"F00067","J00067","S00899","",""
"F00067","J00067","S01120","",""
"F00068","J00068","S00168","",""
"F00068","J00068","S00325","",""
"F00068","J00068","S00419","",""
"F00068","J00068","S00818","",""
"F00068","J00068","S00821","",""
"F00068","J00068","S01120","",""
"F00068","J00068","S01124","",""
"F00069","J00069","S00046","",""
"F00069","J00069","S00147","",""
"F00069","J00069","S00228","",""
"F00069","J00069","S00318","",""
"F00069","J00069","S00724","",""
"F00069","J00069","S00788","",""
"F00069","J00069","S01120","",""
"F00070","J00070","S00154","",""
"F00070","J00070","S00318","",""
"F00070","J00070","S00662","",""
"F00070","J00070","S00724","",""
"F00070","J00070","S00788","",""
"F00070","J00070","S01110","",""
"F00070","J00070","S01120","",""
"F00071","J00071","S00046","",""
"F00071","J00071","S00066","",""
"F00071","J00071","S00325","",""
"F00071","J00071","S00662","",""
"F00071","J00071","S00724","",""
"F00071","J00071","S00788","",""
"F00071","J00071","S01120","",""
"F00072","J00072","S00325","",""
"F00072","J00072","S00608","",""
"F00072","J00072","S00612","",""
"F00072","J00072","S00716","",""
"F00072","J00072","S00838","",""
"F00072","J00072","S00860","",""
"F00072","J00072","S01120","",""
"F00073","J00073","S00053","",""
"F00073","J00073","S00073","",""
"F00073","J00073","S00291","",""
"F00073","J00073","S00318","",""
"F00073","J00073","S00355","",""
"F00073","J00073","S00377","",""
"F00073","J00073","S00429","",""
"F00073","J00073","S00749","",""
"F00073","J00073","S00808","",""
"F00073","J00073","S00838","",""
"F00074","J00074","S00325","",""
"F00074","J00074","S00429","",""
"F00074","J00074","S00436","",""
"F00074","J00074","S00483","",""
"F00074","J00074","S00560","",""
"F00074","J00074","S00687","",""
"F00074","J00074","S01120","",""
"F00075","J00075","S00083","",""
"F00075","J00075","S00326","",""
"F00075","J00075","S00679","",""
"F00076","J00076","S00083","",""
"F00076","J00076","S00679","",""
"F00076","J00076","S00705","",""
"F00077","J00077","S00128","",""
"F00078","J00078","S00397","",""
"F00079","J00079","S00278","",""
"F00079","J00079","S00397","",""
"F00079","J00079","S00430","",""
"F00080","J00080","S00066","",""
"F00080","J00080","S01061","",""
"F00081","J00081","S00066","",""
"F00081","J00081","S00818","",""
"F00081","J00081","S00821","",""
"F00081","J00081","S01061","",""
"F00082","J00082","S00679","",""
"F00083","J00083","S00066","",""
"F00083","J00083","S00128","",""
"F00083","J00083","S00325","",""
"F00083","J00083","S00726","",""
"F00083","J00083","S01060","",""
"F00084","J00084","S00098","",""
"F00084","J00084","S00419","",""
"F00084","J00084","S00429","",""
"F00084","J00084","S00818","",""
"F00085","J00085","S00066","",""
"F00085","J00085","S00325","",""
"F00085","J00085","S00390","",""
"F00085","J00085","S00818","",""
"F00086","J00086","S01128","",""
"F00087","J00087","S00318","",""
"F00087","J00087","S00321","",""
"F00087","J00087","S00325","",""
"F00087","J00087","S00562","",""
"F00087","J00087","S00563","",""
"F00087","J00087","S01123","",""
"F00087","J00087","S01128","",""
"F00088","J00088","S00325","",""
"F00089","J00089","S00705","",""
"F00090","J00090","S00704","",""
"F00091","J00091","S00718","",""
"F00092","J00092","S00397","",""
"F00093","J00093","S00278","",""
"F00093","J00093","S00397","",""
"F00093","J00093","S00430","",""
"F00094","J00094","S00278","",""
"F00094","J00094","S00397","",""
"F00094","J00094","S00430","",""
"F00094","J00094","S00718","",""
"F00095","J00095","S00278","",""
"F00095","J00095","S00331","",""
"F00095","J00095","S00454","",""
"F00095","J00095","S01127","",""
"F00096","J00096","S00003","",""
"F00096","J00096","S00172","",""
"F00096","J00096","S00713","",""
"F00097","J00097","S00003","",""
"F00097","J00097","S00172","",""
"F00097","J00097","S00713","",""
"F00097","J00097","S00873","",""
"F00098","J00098","S00074","",""
"F00098","J00098","S00118","",""
"F00098","J00098","S00122","",""
"F00098","J00098","S00193","",""
"F00098","J00098","S00261","",""
"F00098","J00098","S00280","",""
"F00098","J00098","S00304","",""
"F00098","J00098","S00782","",""
"F00098","J00098","S00940","",""
"F00099","J00099","S00645","",""
"F00100","J00100","S00074","",""
"F00100","J00100","S00080","",""
"F00100","J00100","S00122","",""
"F00100","J00100","S00446","",""
"F00100","J00100","S00470","",""
"F00100","J00100","S00577","",""
"F00100","J00100","S00610","",""
"F00100","J00100","S00782","",""
"F00100","J00100","S00899","",""
"F00100","J00100","S00925","",""
"F00100","J00100","S00982","",""
"F00101","J00101","S00424","",""
"F00102","J00102","S00278","",""
"F00103","J00103","S00397","",""
"F00104","J00104","S00419","",""
"F00104","J00104","S00818","",""
"F00104","J00104","S00821","",""
"F00104","J00104","S01030","",""
"F00105","J00105","S00228","",""
"F00105","J00105","S00536","",""
"F00105","J00105","S00562","",""
"F00105","J00105","S00705","",""
"F00105","J00105","S00740","",""
"F00106","J00106","S00187","",""
"F00106","J00106","S00318","",""
"F00106","J00106","S00678","",""
"F00106","J00106","S01110","",""
"F00106","J00106","S01130","",""
"F00107","J00107","S00325","",""
"F00107","J00107","S00433","",""
"F00107","J00107","S00562","",""
"F00107","J00107","S01124","",""
"F00108","J00108","S00281","",""
"F00108","J00108","S00537","",""
"F00108","J00108","S00724","",""
"F00108","J00108","S00788","",""
"F00108","J00108","S00953","",""
"F00108","J00108","S00980","",""
"F00108","J00108","S01053","",""
"F00109","J00109","S00168","",""
"F00109","J00109","S00318","",""
"F00109","J00109","S00510","",""
"F00109","J00109","S00756","",""
"F00109","J00109","S00888","",""
"F00110","J00110","S00538","",""
"F00110","J00110","S01025","",""
"F00110","J00110","S01115","",""
"F00111","J00111","S00069","",""
"F00111","J00111","S00195","",""
"F00111","J00111","S00278","",""
"F00111","J00111","S00318","",""
"F00111","J00111","S00325","",""
"F00111","J00111","S00397","",""
"F00111","J00111","S00573","",""
"F00111","J00111","S00808","",""
"F00111","J00111","S00818","",""
"F00112","J00112","S00705","",""
"F00113","J00113","S00397","",""
"F00114","J00114","S00066","",""
"F00114","J00114","S00128","",""
"F00114","J00114","S00183","",""
"F00114","J00114","S00325","",""
"F00114","J00114","S00499","",""
"F00114","J00114","S00808","",""
"F00114","J00114","S00838","",""
"F00115","J00115","S00679","",""
"F00116","J00116","S01081","",""
"F00117","J00117","S00126","",""
"F00117","J00117","S00344","",""
"F00117","J00117","S00348","",""
"F00117","J00117","S00466","",""
"F00117","J00117","S00469","",""
"F00117","J00117","S00975","",""
"F00118","J00118","S00344","",""
"F00118","J00118","S00348","",""
"F00118","J00118","S00466","",""
"F00118","J00118","S00975","",""
"F00118","J00118","S00987","",""
"F00119","J00119","S00419","",""
"F00119","J00119","S00818","",""
"F00119","J00119","S01068","",""
"F00119","J00119","S01128","",""
"F00120","J00120","S00476","",""
"F00121","J00121","S00216","",""
"F00121","J00121","S00517","",""
"F00122","J00122","S00066","",""
"F00122","J00122","S00128","",""
"F00122","J00122","S00792","",""
"F00122","J00122","S01063","",""
"F00123","J00123","S00066","",""
"F00123","J00123","S00318","",""
"F00123","J00123","S00494","",""
"F00124","J00124","S00066","",""
"F00124","J00124","S00415","",""
"F00124","J00124","S00792","",""
"F00125","J00125","S00066","",""
"F00125","J00125","S00325","",""
"F00125","J00125","S00962","",""
"F00125","J00125","S01063","",""
"F00125","J00125","S01128","",""
"F00126","J00126","S00172","",""
"F00126","J00126","S00483","",""
"F00126","J00126","S00562","",""
"F00126","J00126","S00687","",""
"F00126","J00126","S01130","",""
"F00127","J00127","S00042","",""
"F00127","J00127","S00216","",""
"F00127","J00127","S00483","",""
"F00128","J00128","S00679","",""
"F00128","J00128","S00724","",""
"F00129","J00129","S00320","",""
"F00130","J00130","S00321","",""
"F00130","J00130","S00326","",""
"F00131","J00131","S00321","",""
"F00131","J00131","S00326","",""
"F00132","J00132","S00216","",""
"F00132","J00132","S00326","",""
"F00132","J00132","S00788","",""
"F00133","J00133","S00098","",""
"F00133","J00133","S00419","",""
"F00133","J00133","S00429","",""
"F00133","J00133","S00818","",""
"F00133","J00133","S01030","",""
"F00133","J00133","S01128","",""
"F00134","J00134","S00003","",""
"F00134","J00134","S00228","",""
"F00134","J00134","S00634","",""
"F00134","J00134","S00722","",""
"F00134","J00134","S00818","",""
"F00134","J00134","S01128","",""
"F00135","J00135","S00325","",""
"F00135","J00135","S00562","",""
"F00135","J00135","S00818","",""
"F00135","J00135","S01128","",""
"F00136","J00136","S00326","",""
"F00137","J00137","S00278","",""
"F00138","J00138","S00454","",""
"F00139","J00139","S00234","",""
"F00139","J00139","S00397","",""
"F00139","J00139","S00575","",""
"F00139","J00139","S00659","",""
"F00140","J00140","S00407","",""
"F00141","J00141","S00069","",""
"F00141","J00141","S00198","",""
"F00141","J00141","S00232","",""
"F00141","J00141","S00278","",""
"F00141","J00141","S00397","",""
"F00141","J00141","S00454","",""
"F00141","J00141","S00659","",""
"F00142","J00142","S00397","",""
"F00143","J00143","S00659","",""
"F00144","J00144","S00266","",""
"F00144","J00144","S00278","",""
"F00144","J00144","S00397","",""
"F00145","J00145","S00097","",""
"F00145","J00145","S00296","",""
"F00145","J00145","S00436","",""
"F00145","J00145","S00749","",""
"F00145","J00145","S00808","",""
"F00145","J00145","S01087","",""
"F00146","J00146","S00318","",""
"F00146","J00146","S00436","",""
"F00146","J00146","S00483","",""
"F00146","J00146","S00687","",""
"F00146","J00146","S00899","",""
"F00147","J00147","S00318","",""
"F00147","J00147","S00319","",""
"F00147","J00147","S00429","",""
"F00147","J00147","S00483","",""
"F00147","J00147","S01051","",""
"F00148","J00148","S00318","",""
"F00148","J00148","S00319","",""
"F00148","J00148","S00429","",""
"F00148","J00148","S00483","",""
"F00148","J00148","S01051","",""
"F00149","J00149","S00318","",""
"F00149","J00149","S00436","",""
"F00149","J00149","S00483","",""
"F00149","J00149","S00687","",""
"F00149","J00149","S00899","",""
"F00150","J00150","S00318","",""
"F00150","J00150","S00436","",""
"F00150","J00150","S00483","",""
"F00150","J00150","S00687","",""
"F00150","J00150","S00899","",""
"F00150","J00150","S01051","",""
"F00151","J00151","S00679","",""
"F00152","J00152","S00066","",""
"F00152","J00152","S00326","",""
"F00152","J00152","S01081","",""
"F00153","J00153","S00808","",""
"F00153","J00153","S01120","",""
"F00154","J00154","S00679","",""
"F00155","J00155","S00679","",""
"F00156","J00156","S00036","",""
"F00157","J00157","S00679","",""
"F00158","J00158","S00483","",""
"F00158","J00158","S00808","",""
"F00158","J00158","S01051","",""
"F00159","J00159","S00325","",""
"F00159","J00159","S00642","",""
"F00159","J00159","S00812","",""
"F00159","J00159","S00818","",""
"F00159","J00159","S00821","",""
"F00159","J00159","S01124","",""
"F00160","J00160","S00318","",""
"F00160","J00160","S00325","",""
"F00160","J00160","S00573","",""
"F00160","J00160","S00821","",""
"F00160","J00160","S01128","",""
"F00161","J00161","S00325","",""
"F00161","J00161","S00573","",""
"F00161","J00161","S00687","",""
"F00161","J00161","S00818","",""
"F00161","J00161","S01124","",""
"F00161","J00161","S01128","",""
"F00162","J00162","S00043","",""
"F00162","J00162","S00318","",""
"F00162","J00162","S00325","",""
"F00162","J00162","S00821","",""
"F00162","J00162","S01128","",""
"F00163","J00163","S00151","",""
"F00163","J00163","S00318","",""
"F00163","J00163","S00325","",""
"F00163","J00163","S00821","",""
"F00163","J00163","S01124","",""
"F00163","J00163","S01128","",""
"F00164","J00164","S00066","",""
"F00164","J00164","S00325","",""
"F00164","J00164","S00377","",""
"F00164","J00164","S00726","",""
"F00164","J00164","S00818","",""
"F00164","J00164","S01060","",""
"F00165","J00165","S00483","",""
"F00165","J00165","S00564","",""
"F00165","J00165","S00687","",""
"F00165","J00165","S00726","",""
"F00165","J00165","S01130","",""
"F00166","J00166","S00808","",""
"F00167","J00167","S00931","",""
"F00168","J00168","S00325","",""
"F00169","J00169","S00419","",""
"F00169","J00169","S00740","",""
"F00169","J00169","S00802","",""
"F00169","J00169","S00821","",""
"F00169","J00169","S01068","",""
"F00170","J00170","S00293","",""
"F00171","J00171","S00679","",""
"F00172","J00172","S00966","",""
"F00173","J00173","S00318","",""
"F00173","J00173","S00325","",""
"F00173","J00173","S00966","",""
"F00174","J00174","S00980","",""
"F00175","J00175","S00367","",""
"F00175","J00175","S00740","",""
"F00176","J00176","S00278","",""
"F00177","J00177","S00208","",""
"F00177","J00177","S00838","",""
"F00177","J00177","S00873","",""
"F00177","J00177","S00961","",""
"F00178","J00178","S00021","",""
"F00178","J00178","S00143","",""
"F00178","J00178","S00397","",""
"F00178","J00178","S00808","",""
"F00179","J00179","S00266","",""
"F00179","J00179","S00278","",""
"F00179","J00179","S00397","",""
"F00180","J00180","S00246","",""
"F00180","J00180","S00318","",""
"F00181","J00181","S00216","",""
"F00181","J00181","S00325","",""
"F00181","J00181","S00462","",""
"F00182","J00182","S00325","",""
"F00182","J00182","S00483","",""
"F00183","J00183","S00216","",""
"F00183","J00183","S00326","",""
"F00184","J00184","S00216","",""
"F00184","J00184","S01128","",""
"F00185","J00185","S00326","",""
"F00185","J00185","S00419","",""
"F00185","J00185","S01128","",""
"F00186","J00186","S00086","",""
"F00186","J00186","S00325","",""
"F00187","J00187","S00325","",""
"F00187","J00187","S00987","",""
"F00188","J00188","S00326","",""
"F00188","J00188","S01128","",""
"F00189","J00189","S00318","",""
"F00189","J00189","S01120","",""
"F00190","J00190","S00318","",""
"F00191","J00191","S00584","",""
"F00191","J00191","S00818","",""
"F00191","J00191","S00821","",""
"F00191","J00191","S01120","",""
"F00191","J00191","S01128","",""
"F00192","J00192","S00325","",""
"F00193","J00193","S00295","",""
"F00193","J00193","S00740","",""
"F00193","J00193","S00821","",""
"F00194","J00194","S00724","",""
"F00194","J00194","S00788","",""
"F00194","J00194","S00980","",""
"F00194","J00194","S01007","",""
"F00195","J00195","S00057","",""
"F00195","J00195","S00325","",""
"F00195","J00195","S00377","",""
"F00195","J00195","S00808","",""
"F00195","J00195","S00812","",""
"F00195","J00195","S01124","",""
"F00195","J00195","S01128","",""
"F00196","J00196","S00046","",""
"F00196","J00196","S00066","",""
"F00196","J00196","S00195","",""
"F00196","J00196","S00318","",""
"F00196","J00196","S00325","",""
"F00196","J00196","S00412","",""
"F00196","J00196","S00724","",""
"F00196","J00196","S00821","",""
"F00196","J00196","S01128","",""
"F00197","J00197","S00419","",""
"F00197","J00197","S00798","",""
"F00197","J00197","S00818","",""
"F00197","J00197","S00821","",""
"F00197","J00197","S00873","",""
"F00197","J00197","S01030","",""
"F00197","J00197","S01068","",""
"F00197","J00197","S01128","",""
"F00198","J00198","S00318","",""
"F00198","J00198","S00483","",""
"F00198","J00198","S00560","",""
"F00198","J00198","S00724","",""
"F00198","J00198","S00749","",""
"F00198","J00198","S00788","",""
"F00198","J00198","S00808","",""
"F00199","J00199","S00066","",""
"F00199","J00199","S00325","",""
"F00199","J00199","S00429","",""
"F00199","J00199","S00586","",""
"F00199","J00199","S00724","",""
"F00199","J00199","S00818","",""
"F00199","J00199","S00821","",""
"F00199","J00199","S01124","",""
"F00199","J00199","S01128","",""
"F00200","J00200","S00147","",""
"F00200","J00200","S00228","",""
"F00200","J00200","S00318","",""
"F00200","J00200","S00325","",""
"F00200","J00200","S00429","",""
"F00200","J00200","S00562","",""
"F00200","J00200","S00808","",""
